id,cod_versione,testo_breve
1Cr_28,lxx,καὶ ἐξεκκλησίασεν Δαυιδ πάντας τοὺς ἄρχοντας Ισραηλ ἄρχοντας τῶν κριτῶν καὶ τοὺς ἄρχοντας τῶν ἐφημεριῶν τῶν περὶ τὸ σῶμα τοῦ βασιλέως καὶ ἄρχοντας τῶν χιλιάδων καὶ τῶν ἑκατοντάδων καὶ τοὺς γαζοφύλακας καὶ τοὺς ἐπὶ τῶν ὑπαρχόντων αὐτοῦ καὶ τοὺς δυνάστας καὶ τοὺς μαχητὰς τῆς στρατιᾶς ἐν Ιερουσαλημ καὶ ἔστη Δαυιδ ἐν μέσῳ τῆς ἐκκλησίας καὶ εἶπεν ἀκούσατέ μου ἀδελφοὶ καὶ λαός μου ἐμοὶ ἐγένετο ἐπὶ καρδίαν οἰκοδομῆσαι οἶκον ἀναπαύσεως τῆς κιβωτοῦ διαθήκης κυρίου καὶ στάσιν ποδῶν κυρίου ἡμῶν καὶ ἡτοίμασα τὰ εἰς τὴν κατασκήνωσιν ἐπιτήδεια
1Cr_29,lxx,καὶ εἶπεν Δαυιδ ὁ βασιλεὺς πάσῃ τῇ ἐκκλησίᾳ Σαλωμων ὁ υἱός μου εἷς ὃν ᾑρέτικεν ἐν αὐτῷ κύριος νέος καὶ ἁπαλός καὶ τὸ ἔργον μέγα ὅτι οὐκ ἀνθρώπῳ ἡ οἰκοδομή ἀλλ’ ἢ κυρίῳ θεῷ κατὰ πᾶσαν τὴν δύναμιν ἡτοίμακα εἰς οἶκον θεοῦ μου χρυσίον ἀργύριον χαλκόν σίδηρον ξύλα λίθους σοομ καὶ πληρώσεως καὶ λίθους πολυτελεῖς καὶ ποικίλους καὶ πάντα λίθον τίμιον καὶ πάριον πολύν
2Cr_1,lxx,καὶ ἐνίσχυσεν Σαλωμων υἱὸς Δαυιδ ἐπὶ τὴν βασιλείαν αὐτοῦ καὶ κύριος ὁ θεὸς αὐτοῦ μετ’ αὐτοῦ καὶ ἐμεγάλυνεν αὐτὸν εἰς ὕψος καὶ εἶπεν Σαλωμων πρὸς πάντα Ισραηλ τοῖς χιλιάρχοις καὶ τοῖς ἑκατοντάρχοις καὶ τοῖς κριταῖς καὶ πᾶσιν τοῖς ἄρχουσιν ἐναντίον Ισραηλ τοῖς ἄρχουσι τῶν πατριῶν
2Cr_2,lxx,καὶ συνήγαγεν Σαλωμων ἑβδομήκοντα χιλιάδας ἀνδρῶν καὶ ὀγδοήκοντα χιλιάδας λατόμων ἐν τῷ ὄρει καὶ οἱ ἐπιστάται ἐπ’ αὐτῶν τρισχίλιοι ἑξακόσιοι καὶ ἀπέστειλεν Σαλωμων πρὸς Χιραμ βασιλέα Τύρου λέγων ὡς ἐποίησας μετὰ τοῦ πατρός μου Δαυιδ καὶ ἀπέστειλας αὐτῷ κέδρους τοῦ οἰκοδομῆσαι ἑαυτῷ οἶκον κατοικῆσαι ἐν αὐτῷ
2Cr_3,lxx,καὶ ἤρξατο Σαλωμων τοῦ οἰκοδομεῖν τὸν οἶκον κυρίου ἐν Ιερουσαλημ ἐν ὄρει τοῦ Αμορια οὗ ὤφθη κύριος τῷ Δαυιδ πατρὶ αὐτοῦ ἐν τῷ τόπῳ ᾧ ἡτοίμασεν Δαυιδ ἐν ἅλῳ Ορνα τοῦ Ιεβουσαίου καὶ ἤρξατο οἰκοδομῆσαι ἐν τῷ μηνὶ τῷ δευτέρῳ ἐν τῷ ἔτει τῷ τετάρτῳ τῆς βασιλείας αὐτοῦ
2Cr_4,lxx,καὶ ἐποίησεν τὸ θυσιαστήριον χαλκοῦν πήχεων εἴκοσι μῆκος καὶ τὸ εὖρος πήχεων εἴκοσι ὕψος πήχεων δέκα καὶ ἐποίησεν τὴν θάλασσαν χυτήν πήχεων δέκα τὴν διαμέτρησιν στρογγύλην κυκλόθεν καὶ πήχεων πέντε τὸ ὕψος καὶ τὸ κύκλωμα πήχεων τριάκοντα
2Cr_5,lxx,καὶ συνετελέσθη πᾶσα ἡ ἐργασία ἣν ἐποίησεν Σαλωμων ἐν οἴκῳ κυρίου καὶ εἰσήνεγκεν Σαλωμων τὰ ἅγια Δαυιδ τοῦ πατρὸς αὐτοῦ τὸ ἀργύριον καὶ τὸ χρυσίον καὶ τὰ σκεύη ἔδωκεν εἰς θησαυρὸν οἴκου κυρίου τότε ἐξεκκλησίασεν Σαλωμων τοὺς πρεσβυτέρους Ισραηλ καὶ πάντας τοὺς ἄρχοντας τῶν φυλῶν τοὺς ἡγουμένους πατριῶν υἱῶν Ισραηλ εἰς Ιερουσαλημ τοῦ ἀνενέγκαι κιβωτὸν διαθήκης κυρίου ἐκ πόλεως Δαυιδ αὕτη Σιων
2Cr_6,lxx,τότε εἶπεν Σαλωμων κύριος εἶπεν τοῦ κατασκηνῶσαι ἐν γνόφῳ καὶ ἐγὼ ᾠκοδόμηκα οἶκον τῷ ὀνόματί σου ἅγιόν σοι καὶ ἕτοιμον τοῦ κατασκηνῶσαι εἰς τοὺς αἰῶνας
2Cr_7,lxx,καὶ ὡς συνετέλεσεν Σαλωμων προσευχόμενος καὶ τὸ πῦρ κατέβη ἐκ τοῦ οὐρανοῦ καὶ κατέφαγεν τὰ ὁλοκαυτώματα καὶ τὰς θυσίας καὶ δόξα κυρίου ἔπλησεν τὸν οἶκον καὶ οὐκ ἠδύναντο οἱ ἱερεῖς εἰσελθεῖν εἰς τὸν οἶκον κυρίου ἐν τῷ καιρῷ ἐκείνῳ ὅτι ἔπλησεν δόξα κυρίου τὸν οἶκον
2Cr_8,lxx,καὶ ἐγένετο μετὰ εἴκοσι ἔτη ἐν οἷς ᾠκοδόμησεν Σαλωμων τὸν οἶκον κυρίου καὶ τὸν οἶκον ἑαυτοῦ καὶ τὰς πόλεις ἃς ἔδωκεν Χιραμ τῷ Σαλωμων ᾠκοδόμησεν αὐτὰς Σαλωμων καὶ κατῴκισεν ἐκεῖ τοὺς υἱοὺς Ισραηλ
2Cr_9,lxx,καὶ βασίλισσα Σαβα ἤκουσεν τὸ ὄνομα Σαλωμων καὶ ἦλθεν τοῦ πειράσαι Σαλωμων ἐν αἰνίγμασιν εἰς Ιερουσαλημ ἐν δυνάμει βαρείᾳ σφόδρα καὶ κάμηλοι αἴρουσαι ἀρώματα καὶ χρυσίον εἰς πλῆθος καὶ λίθον τίμιον καὶ ἦλθεν πρὸς Σαλωμων καὶ ἐλάλησεν πρὸς αὐτὸν πάντα ὅσα ἐν τῇ ψυχῇ αὐτῆς καὶ ἀνήγγειλεν αὐτῇ Σαλωμων πάντας τοὺς λόγους αὐτῆς καὶ οὐ παρῆλθεν λόγος ἀπὸ Σαλωμων ὃν οὐκ ἀπήγγειλεν αὐτῇ
2Cr_10,lxx,καὶ ἦλθεν Ροβοαμ εἰς Συχεμ ὅτι εἰς Συχεμ ἤρχετο πᾶς Ισραηλ βασιλεῦσαι αὐτόν καὶ ἐγένετο ὡς ἤκουσεν Ιεροβοαμ υἱὸς Ναβατ καὶ αὐτὸς ἐν Αἰγύπτῳ ὡς ἔφυγεν ἀπὸ προσώπου Σαλωμων τοῦ βασιλέως καὶ κατῴκησεν Ιεροβοαμ ἐν Αἰγύπτῳ καὶ ἀπέστρεψεν Ιεροβοαμ ἐξ Αἰγύπτου
2Cr_11,lxx,καὶ ἦλθεν Ροβοαμ εἰς Ιερουσαλημ καὶ ἐξεκκλησίασεν τὸν Ιουδαν καὶ Βενιαμιν ἑκατὸν ὀγδοήκοντα χιλιάδας νεανίσκων ποιούντων πόλεμον καὶ ἐπολέμει πρὸς Ισραηλ τοῦ ἐπιστρέψαι τὴν βασιλείαν τῷ Ροβοαμ καὶ ἐγένετο λόγος κυρίου πρὸς Σαμαιαν ἄνθρωπον τοῦ θεοῦ λέγων
2Cr_12,lxx,καὶ ἐγένετο ὡς ἡτοιμάσθη ἡ βασιλεία Ροβοαμ καὶ ὡς κατεκρατήθη ἐγκατέλιπεν τὰς ἐντολὰς κυρίου καὶ πᾶς Ισραηλ μετ’ αὐτοῦ καὶ ἐγένετο ἐν τῷ πέμπτῳ ἔτει τῆς βασιλείας Ροβοαμ ἀνέβη Σουσακιμ βασιλεὺς Αἰγύπτου ἐπὶ Ιερουσαλημ ὅτι ἥμαρτον ἐναντίον κυρίου
2Cr_13,lxx,ἐν τῷ ὀκτωκαιδεκάτῳ ἔτει τῆς βασιλείας Ιεροβοαμ ἐβασίλευσεν Αβια ἐπὶ Ιουδαν ἔτη τρία ἐβασίλευσεν ἐν Ιερουσαλημ καὶ ὄνομα τῇ μητρὶ αὐτοῦ Μααχα θυγάτηρ Ουριηλ ἀπὸ Γαβαων καὶ πόλεμος ἦν ἀνὰ μέσον Αβια καὶ ἀνὰ μέσον Ιεροβοαμ
2Cr_14,lxx,καὶ ἐποίησεν τὸ καλὸν καὶ τὸ εὐθὲς ἐνώπιον κυρίου θεοῦ αὐτοῦ καὶ ἀπέστησεν τὰ θυσιαστήρια τῶν ἀλλοτρίων καὶ τὰ ὑψηλὰ καὶ συνέτριψεν τὰς στήλας καὶ ἐξέκοψεν τὰ ἄλση
2Cr_15,lxx,καὶ Αζαριας υἱὸς Ωδηδ ἐγένετο ἐπ’ αὐτὸν πνεῦμα κυρίου καὶ ἐξῆλθεν εἰς ἀπάντησιν Ασα καὶ παντὶ Ιουδα καὶ Βενιαμιν καὶ εἶπεν ἀκούσατέ μου Ασα καὶ πᾶς Ιουδα καὶ Βενιαμιν κύριος μεθ’ ὑμῶν ἐν τῷ εἶναι ὑμᾶς μετ’ αὐτοῦ καὶ ἐὰν ἐκζητήσητε αὐτόν εὑρεθήσεται ὑμῖν καὶ ἐὰν ἐγκαταλίπητε αὐτόν ἐγκαταλείψει ὑμᾶς
2Cr_16,lxx,καὶ ἐν τῷ ὀγδόῳ καὶ τριακοστῷ ἔτει τῆς βασιλείας Ασα ἀνέβη Βαασα βασιλεὺς Ισραηλ ἐπὶ Ιουδαν καὶ ᾠκοδόμησεν τὴν Ραμα τοῦ μὴ δοῦναι ἔξοδον καὶ εἴσοδον τῷ Ασα βασιλεῖ Ιουδα καὶ ἔλαβεν Ασα χρυσίον καὶ ἀργύριον ἐκ θησαυρῶν οἴκου κυρίου καὶ οἴκου τοῦ βασιλέως καὶ ἀπέστειλεν πρὸς τὸν υἱὸν τοῦ Αδερ βασιλέως Συρίας τὸν κατοικοῦντα ἐν Δαμασκῷ λέγων
2Cr_17,lxx,καὶ ἐβασίλευσεν Ιωσαφατ υἱὸς αὐτοῦ ἀντ’ αὐτοῦ καὶ κατίσχυσεν Ιωσαφατ ἐπὶ τὸν Ισραηλ καὶ ἔδωκεν δύναμιν ἐν πάσαις ταῖς πόλεσιν Ιουδα ταῖς ὀχυραῖς καὶ κατέστησεν ἡγουμένους ἐν πάσαις ταῖς πόλεσιν Ιουδα καὶ ἐν πόλεσιν Εφραιμ ἃς προκατελάβετο Ασα ὁ πατὴρ αὐτοῦ
2Cr_18,lxx,καὶ ἐγενήθη τῷ Ιωσαφατ ἔτι πλοῦτος καὶ δόξα πολλή καὶ ἐπεγαμβρεύσατο ἐν οἴκῳ Αχααβ καὶ κατέβη διὰ τέλους ἐτῶν πρὸς Αχααβ εἰς Σαμάρειαν καὶ ἔθυσεν αὐτῷ Αχααβ πρόβατα καὶ μόσχους πολλοὺς καὶ τῷ λαῷ τῷ μετ’ αὐτοῦ καὶ ἠπάτα αὐτὸν τοῦ συναναβῆναι μετ’ αὐτοῦ εἰς Ραμωθ τῆς Γαλααδίτιδος
2Cr_19,lxx,καὶ ἀπέστρεψεν Ιωσαφατ βασιλεὺς Ιουδα εἰς τὸν οἶκον αὐτοῦ ἐν εἰρήνῃ εἰς Ιερουσαλημ καὶ ἐξῆλθεν εἰς ἀπάντησιν αὐτοῦ Ιου ὁ τοῦ Ανανι ὁ προφήτης καὶ εἶπεν αὐτῷ βασιλεῦ Ιωσαφατ εἰ ἁμαρτωλῷ σὺ βοηθεῖς ἢ μισουμένῳ ὑπὸ κυρίου φιλιάζεις διὰ τοῦτο ἐγένετο ἐπὶ σὲ ὀργὴ παρὰ κυρίου
2Cr_20,lxx,καὶ μετὰ ταῦτα ἦλθον οἱ υἱοὶ Μωαβ καὶ οἱ υἱοὶ Αμμων καὶ μετ’ αὐτῶν ἐκ τῶν Μιναίων πρὸς Ιωσαφατ εἰς πόλεμον καὶ ἦλθον καὶ ὑπέδειξαν τῷ Ιωσαφατ λέγοντες ἥκει ἐπὶ σὲ πλῆθος πολὺ ἐκ πέραν τῆς θαλάσσης ἀπὸ Συρίας καὶ ἰδού εἰσιν ἐν Ασασανθαμαρ αὕτη ἐστὶν Ενγαδδι
2Cr_21,lxx,καὶ ἐκοιμήθη Ιωσαφατ μετὰ τῶν πατέρων αὐτοῦ καὶ ἐτάφη παρὰ τοῖς πατράσιν αὐτοῦ ἐν πόλει Δαυιδ καὶ ἐβασίλευσεν Ιωραμ υἱὸς αὐτοῦ ἀντ’ αὐτοῦ καὶ αὐτῷ ἀδελφοὶ υἱοὶ Ιωσαφατ ἕξ Αζαριας καὶ Ιιηλ καὶ Ζαχαριας καὶ Αζαριας καὶ Μιχαηλ καὶ Σαφατιας πάντες οὗτοι υἱοὶ Ιωσαφατ βασιλέως Ιουδα
2Cr_22,lxx,καὶ ἐβασίλευσαν οἱ κατοικοῦντες ἐν Ιερουσαλημ τὸν Οχοζιαν υἱὸν αὐτοῦ τὸν μικρὸν ἀντ’ αὐτοῦ ὅτι πάντας τοὺς πρεσβυτέρους ἀπέκτεινεν τὸ λῃστήριον τὸ ἐπελθὸν ἐπ’ αὐτούς οἱ Ἄραβες καὶ οἱ Αλιμαζονεῖς καὶ ἐβασίλευσεν Οχοζιας υἱὸς Ιωραμ βασιλέως Ιουδα ὢν εἴκοσι ἐτῶν Οχοζιας ἐβασίλευσεν καὶ ἐνιαυτὸν ἕνα ἐβασίλευσεν ἐν Ιερουσαλημ καὶ ὄνομα τῇ μητρὶ αὐτοῦ Γοθολια θυγάτηρ Αμβρι
2Cr_23,lxx,καὶ ἐν τῷ ἔτει τῷ ἑβδόμῳ ἐκραταίωσεν Ιωδαε καὶ ἔλαβεν τοὺς ἑκατοντάρχους τὸν Αζαριαν υἱὸν Ιωραμ καὶ τὸν Ισμαηλ υἱὸν Ιωαναν καὶ τὸν Αζαριαν υἱὸν Ωβηδ καὶ τὸν Μαασαιαν υἱὸν Αδαια καὶ τὸν Ελισαφαν υἱὸν Ζαχαρια μετ’ αὐτοῦ εἰς οἶκον καὶ ἐκύκλωσαν τὸν Ιουδαν καὶ συνήγαγον τοὺς Λευίτας ἐκ πασῶν τῶν πόλεων Ιουδα καὶ ἄρχοντας πατριῶν τοῦ Ισραηλ καὶ ἦλθον εἰς Ιερουσαλημ
2Cr_24,lxx,ὢν ἑπτὰ ἐτῶν Ιωας ἐν τῷ βασιλεῦσαι αὐτὸν καὶ τεσσαράκοντα ἔτη ἐβασίλευσεν ἐν Ιερουσαλημ καὶ ὄνομα τῇ μητρὶ αὐτοῦ Σαβια ἐκ Βηρσαβεε καὶ ἐποίησεν Ιωας τὸ εὐθὲς ἐνώπιον κυρίου πάσας τὰς ἡμέρας Ιωδαε τοῦ ἱερέως
2Cr_25,lxx,ὢν πέντε καὶ εἴκοσι ἐτῶν ἐβασίλευσεν Αμασιας καὶ εἴκοσι ἐννέα ἔτη ἐβασίλευσεν ἐν Ιερουσαλημ καὶ ὄνομα τῇ μητρὶ αὐτοῦ Ιωαδεν ἀπὸ Ιερουσαλημ καὶ ἐποίησεν τὸ εὐθὲς ἐνώπιον κυρίου ἀλλ’ οὐκ ἐν καρδίᾳ πλήρει
2Cr_26,lxx,καὶ ἔλαβεν πᾶς ὁ λαὸς τῆς γῆς τὸν Οζιαν καὶ αὐτὸς δέκα καὶ ἓξ ἐτῶν καὶ ἐβασίλευσαν αὐτὸν ἀντὶ τοῦ πατρὸς αὐτοῦ Αμασιου αὐτὸς ᾠκοδόμησεν τὴν Αιλαθ αὐτὸς ἐπέστρεψεν αὐτὴν τῷ Ιουδα μετὰ τὸ κοιμηθῆναι τὸν βασιλέα μετὰ τῶν πατέρων αὐτοῦ
2Cr_27,lxx,υἱὸς εἴκοσι πέντε ἐτῶν Ιωαθαμ ἐν τῷ βασιλεῦσαι αὐτὸν καὶ δέκα ἓξ ἔτη ἐβασίλευσεν ἐν Ιερουσαλημ καὶ ὄνομα τῆς μητρὸς αὐτοῦ Ιερουσα θυγάτηρ Σαδωκ καὶ ἐποίησεν τὸ εὐθὲς ἐνώπιον κυρίου κατὰ πάντα ὅσα ἐποίησεν Οζιας ὁ πατὴρ αὐτοῦ ἀλλ’ οὐκ εἰσῆλθεν εἰς τὸν ναὸν κυρίου καὶ ἔτι ὁ λαὸς κατεφθείρετο
2Cr_28,lxx,υἱὸς εἴκοσι ἐτῶν Αχαζ ἐν τῷ βασιλεῦσαι αὐτὸν καὶ δέκα ἓξ ἔτη ἐβασίλευσεν ἐν Ιερουσαλημ καὶ οὐκ ἐποίησεν τὸ εὐθὲς ἐνώπιον κυρίου ὡς Δαυιδ ὁ πατὴρ αὐτοῦ καὶ ἐπορεύθη κατὰ τὰς ὁδοὺς βασιλέων Ισραηλ καὶ γὰρ γλυπτὰ ἐποίησεν τοῖς εἰδώλοις αὐτῶν
2Cr_29,lxx,καὶ Εζεκιας ἐβασίλευσεν ὢν εἴκοσι καὶ πέντε ἐτῶν καὶ εἴκοσι καὶ ἐννέα ἔτη ἐβασίλευσεν ἐν Ιερουσαλημ καὶ ὄνομα τῇ μητρὶ αὐτοῦ Αββα θυγάτηρ Ζαχαρια καὶ ἐποίησεν τὸ εὐθὲς ἐνώπιον κυρίου κατὰ πάντα ὅσα ἐποίησεν Δαυιδ ὁ πατὴρ αὐτοῦ
2Cr_30,lxx,καὶ ἀπέστειλεν Εζεκιας ἐπὶ πάντα Ισραηλ καὶ Ιουδαν καὶ ἐπιστολὰς ἔγραψεν ἐπὶ τὸν Εφραιμ καὶ Μανασση ἐλθεῖν εἰς οἶκον κυρίου εἰς Ιερουσαλημ ποιῆσαι τὸ φασεκ τῷ κυρίῳ θεῷ Ισραηλ καὶ ἐβουλεύσατο ὁ βασιλεὺς καὶ οἱ ἄρχοντες καὶ πᾶσα ἡ ἐκκλησία ἡ ἐν Ιερουσαλημ ποιῆσαι τὸ φασεκ τῷ μηνὶ τῷ δευτέρῳ
2Cr_31,lxx,καὶ ὡς συνετελέσθη πάντα ταῦτα ἐξῆλθεν πᾶς Ισραηλ οἱ εὑρεθέντες ἐν πόλεσιν Ιουδα καὶ συνέτριψαν τὰς στήλας καὶ ἐξέκοψαν τὰ ἄλση καὶ κατέσπασαν τὰ ὑψηλὰ καὶ τοὺς βωμοὺς ἀπὸ πάσης τῆς Ιουδαίας καὶ Βενιαμιν καὶ ἐξ Εφραιμ καὶ ἀπὸ Μανασση ἕως εἰς τέλος καὶ ἐπέστρεψαν πᾶς Ισραηλ ἕκαστος εἰς τὴν κληρονομίαν αὐτοῦ καὶ εἰς τὰς πόλεις αὐτῶν καὶ ἔταξεν Εζεκιας τὰς ἐφημερίας τῶν ἱερέων καὶ τῶν Λευιτῶν καὶ τὰς ἐφημερίας ἑκάστου κατὰ τὴν ἑαυτοῦ λειτουργίαν τοῖς ἱερεῦσιν καὶ τοῖς Λευίταις εἰς τὴν ὁλοκαύτωσιν καὶ εἰς τὴν θυσίαν τοῦ σωτηρίου καὶ αἰνεῖν καὶ ἐξομολογεῖσθαι καὶ λειτουργεῖν ἐν ταῖς πύλαις ἐν ταῖς αὐλαῖς οἴκου κυρίου
2Cr_32,lxx,καὶ μετὰ τοὺς λόγους τούτους καὶ τὴν ἀλήθειαν ταύτην ἦλθεν Σενναχηριμ βασιλεὺς Ἀσσυρίων καὶ ἦλθεν ἐπὶ Ιουδαν καὶ παρενέβαλεν ἐπὶ τὰς πόλεις τὰς τειχήρεις καὶ εἶπεν προκαταλαβέσθαι αὐτάς καὶ εἶδεν Εζεκιας ὅτι ἥκει Σενναχηριμ καὶ τὸ πρόσωπον αὐτοῦ τοῦ πολεμῆσαι ἐπὶ Ιερουσαλημ
2Cr_33,lxx,ὢν δέκα δύο ἐτῶν Μανασσης ἐν τῷ βασιλεῦσαι αὐτὸν καὶ πεντήκοντα πέντε ἔτη ἐβασίλευσεν ἐν Ιερουσαλημ καὶ ἐποίησεν τὸ πονηρὸν ἐναντίον κυρίου ἀπὸ πάντων τῶν βδελυγμάτων τῶν ἐθνῶν οὓς ἐξωλέθρευσεν κύριος ἀπὸ προσώπου τῶν υἱῶν Ισραηλ
2Cr_34,lxx,ὢν ὀκτὼ ἐτῶν Ιωσιας ἐν τῷ βασιλεῦσαι αὐτὸν καὶ τριάκοντα ἓν ἔτος ἐβασίλευσεν ἐν Ιερουσαλημ καὶ ἐποίησεν τὸ εὐθὲς ἐναντίον κυρίου καὶ ἐπορεύθη ἐν ὁδοῖς Δαυιδ τοῦ πατρὸς αὐτοῦ καὶ οὐκ ἐξέκλινεν δεξιὰ καὶ ἀριστερά
2Cr_35,lxx,καὶ ἐποίησεν Ιωσιας τὸ φασεχ τῷ κυρίῳ θεῷ αὐτοῦ καὶ ἔθυσαν τὸ φασεχ τῇ τεσσαρεσκαιδεκάτῃ τοῦ μηνὸς τοῦ πρώτου καὶ ἔστησεν τοὺς ἱερεῖς ἐπὶ τὰς φυλακὰς αὐτῶν καὶ κατίσχυσεν αὐτοὺς εἰς τὰ ἔργα οἴκου κυρίου
2Cr_36,lxx,καὶ ἔλαβεν ὁ λαὸς τῆς γῆς τὸν Ιωαχαζ υἱὸν Ιωσιου καὶ ἔχρισαν αὐτὸν καὶ κατέστησαν αὐτὸν εἰς βασιλέα ἀντὶ τοῦ πατρὸς αὐτοῦ ἐν Ιερουσαλημ υἱὸς εἴκοσι καὶ τριῶν ἐτῶν Ιωαχαζ ἐν τῷ βασιλεύειν αὐτὸν καὶ τρίμηνον ἐβασίλευσεν ἐν Ιερουσαλημ καὶ ὄνομα τῆς μητρὸς αὐτοῦ Αμιταλ θυγάτηρ Ιερεμιου ἐκ Λοβενα καὶ ἐποίησεν τὸ πονηρὸν ἐνώπιον κυρίου κατὰ πάντα ἃ ἐποίησαν οἱ πατέρες αὐτοῦ καὶ ἔδησεν αὐτὸν Φαραω Νεχαω ἐν Δεβλαθα ἐν γῇ Εμαθ τοῦ μὴ βασιλεύειν αὐτὸν ἐν Ιερουσαλημ
Esd_1,lxx,καὶ ἤγαγεν Ιωσιας τὸ πασχα ἐν Ιερουσαλημ τῷ κυρίῳ αὐτοῦ καὶ ἔθυσεν τὸ πασχα τῇ τεσσαρεσκαιδεκάτῃ ἡμέρᾳ τοῦ μηνὸς τοῦ πρώτου στήσας τοὺς ἱερεῖς κατ’ ἐφημερίας ἐστολισμένους ἐν τῷ ἱερῷ τοῦ κυρίου
Esd_2,lxx,βασιλεύοντος Κύρου Περσῶν ἔτους πρώτου εἰς συντέλειαν ῥήματος κυρίου ἐν στόματι Ιερεμιου ἤγειρεν κύριος τὸ πνεῦμα Κύρου βασιλέως Περσῶν καὶ ἐκήρυξεν ἐν ὅλῃ τῇ βασιλείᾳ αὐτοῦ καὶ ἅμα διὰ γραπτῶν λέγων τάδε λέγει ὁ βασιλεὺς Περσῶν Κῦρος ἐμὲ ἀνέδειξεν βασιλέα τῆς οἰκουμένης ὁ κύριος τοῦ Ισραηλ κύριος ὁ ὕψιστος καὶ ἐσήμηνέν μοι οἰκοδομῆσαι αὐτῷ οἶκον ἐν Ιερουσαλημ τῇ ἐν τῇ Ιουδαίᾳ
Esd_3,lxx,καὶ βασιλεὺς Δαρεῖος ἐποίησεν δοχὴν μεγάλην πᾶσιν τοῖς ὑπ’ αὐτὸν καὶ πᾶσιν τοῖς οἰκογενέσιν αὐτοῦ καὶ πᾶσιν τοῖς μεγιστᾶσιν τῆς Μηδίας καὶ τῆς Περσίδος καὶ πᾶσιν τοῖς σατράπαις καὶ στρατηγοῖς καὶ τοπάρχαις τοῖς ὑπ’ αὐτὸν ἀπὸ τῆς Ἰνδικῆς μέχρι τῆς Αἰθιοπίας ἐν ταῖς ἑκατὸν εἴκοσι ἑπτὰ σατραπείαις
Esd_4,lxx,καὶ ἤρξατο ὁ δεύτερος λαλεῖν ὁ εἴπας περὶ τῆς ἰσχύος τοῦ βασιλέως ὦ ἄνδρες οὐχ ὑπερισχύουσιν οἱ ἄνθρωποι τὴν γῆν καὶ τὴν θάλασσαν κατακρατοῦντες καὶ πάντα τὰ ἐν αὐτοῖς
Esd_5,lxx,μετὰ δὲ ταῦτα ἐξελέγησαν ἀναβῆναι ἀρχηγοὶ οἴκου πατριῶν κατὰ φυλὰς αὐτῶν καὶ αἱ γυναῖκες αὐτῶν καὶ οἱ υἱοὶ καὶ αἱ θυγατέρες καὶ οἱ παῖδες αὐτῶν καὶ αἱ παιδίσκαι καὶ τὰ κτήνη αὐτῶν καὶ Δαρεῖος συναπέστειλεν μετ’ αὐτῶν ἱππεῖς χιλίους ἕως τοῦ ἀποκαταστῆσαι αὐτοὺς εἰς Ιερουσαλημ μετ’ εἰρήνης καὶ μετὰ μουσικῶν τυμπάνων καὶ αὐλῶν
Esd_6,lxx,ἐν δὲ τῷ δευτέρῳ ἔτει τῆς τοῦ Δαρείου βασιλείας ἐπροφήτευσεν Αγγαιος καὶ Ζαχαριας ὁ τοῦ Εδδι οἱ προφῆται ἐπὶ τοὺς Ιουδαίους τοὺς ἐν τῇ Ιουδαίᾳ καὶ Ιερουσαλημ ἐπὶ τῷ ὀνόματι κυρίου θεοῦ Ισραηλ ἐπ’ αὐτούς τότε στὰς Ζοροβαβελ ὁ τοῦ Σαλαθιηλ καὶ Ἰησοῦς ὁ τοῦ Ιωσεδεκ ἤρξαντο οἰκοδομεῖν τὸν οἶκον τοῦ κυρίου τὸν ἐν Ιερουσαλημ συνόντων τῶν προφητῶν τοῦ κυρίου βοηθούντων αὐτοῖς
Esd_7,lxx,τότε Σισίννης ὁ ἔπαρχος Κοίλης Συρίας καὶ Φοινίκης καὶ Σαθραβουζάνης καὶ οἱ συνέταιροι κατακολουθήσαντες τοῖς ὑπὸ τοῦ βασιλέως Δαρείου προσταγεῖσιν ἐπεστάτουν τῶν ἱερῶν ἔργων ἐπιμελέστερον συνεργοῦντες τοῖς πρεσβυτέροις τῶν Ιουδαίων καὶ ἱεροστάταις
Esd_8,lxx,καὶ μεταγενέστερος τούτων βασιλεύοντος Ἀρταξέρξου τοῦ Περσῶν βασιλέως προσέβη Εσδρας Σαραιου τοῦ Εζεριου τοῦ Χελκιου τοῦ Σαλημου τοῦ Σαδδουκου τοῦ Αχιτωβ τοῦ Αμαριου τοῦ Οζιου τοῦ Βοκκα τοῦ Αβισουε τοῦ Φινεες τοῦ Ελεαζαρ τοῦ Ααρων τοῦ πρώτου ἱερέως
Esd_9,lxx,καὶ ἀναστὰς Εσδρας ἀπὸ τῆς αὐλῆς τοῦ ἱεροῦ ἐπορεύθη εἰς τὸ παστοφόριον Ιωαναν τοῦ Ελιασιβου καὶ αὐλισθεὶς ἐκεῖ ἄρτου οὐκ ἐγεύσατο οὐδὲ ὕδωρ ἔπιεν πενθῶν ὑπὲρ τῶν ἀνομιῶν τῶν μεγάλων τοῦ πλήθους
Esd_10,lxx,
